epoch,train_bleu,valid_bleu
0,0.0008356102729494657,0.0011168081908914033
1,0.0003437567307682341,0.0010370193882832744
2,0.0003568797314277224,0.0010223734387245487
3,0.0004993243216724233,0.0009501409443535976
4,0.0003780764592292973,0.0010664748450320896
5,0.0005757169918095534,0.0010634375034363002
6,0.000409340657396473,0.001026211940299932
7,0.00040713737524490054,0.0010289389193603618
8,0.0006651023904060937,0.002146303013055521
9,0.0010442203424136948,0.0021312818185632142
10,0.00090054040128435,0.0011321690199732404
11,0.0005729752878781489,0.001070585103604475
12,0.0005686012910455413,0.001132737079188258
13,0.000567944414611518,0.001225274813699418
14,0.0004807247380663345,0.0011639851911928456
15,0.0005728782065301675,0.0014312805409912015
16,0.0009418174351047052,0.0015199586932467563
17,0.0012890419918686964,0.0027083340158746126
18,0.0011181275524329577,0.0027212260073833264
19,0.0014828186245937711,0.0028289976611945333
20,0.0011931276740432756,0.002838816018556956
21,0.0012010577992129646,0.002705755727589801
22,0.0013046609597994994,0.002473344702040303
23,0.0013396031872349083,0.0026359632299349962
24,0.001539829037512596,0.002782405272420969
25,0.001293803976517898,0.002690293565506168
26,0.0014111461064345257,0.002693769527470937
27,0.0013865094805726604,0.002644115734872227
28,0.001564458414612738,0.0026328009620379808
29,0.0017201105215981626,0.0026528832802609867
