epoch,train_bleu,valid_bleu
0,0.00044049325610762813,0.001024416865699586
1,0.0004079535939359146,0.0010181214722837012
2,2.1351466253908028e-07,0.0033695499047485603
3,0.0004991913760476524,0.0010768409842324593
4,0.0009945675560195763,0.00282310251986515
5,0.0013795639535212883,0.0030427785180300684
6,0.002260338063586368,0.004786799033025032
7,0.0019698061074528758,0.003050944185050862
8,0.001806559744768112,0.004189904029431298
9,0.0029314529016927797,0.003050290906670886
10,0.0022634279633673648,0.0031052435967489442
11,0.002830450772555551,0.004174736705320148
12,0.0023522630708087394,0.003068731328474248
13,0.0026933051969771356,0.003751699456755805
14,0.0030749846551820417,0.003666340613846177
15,0.003067378918679883,0.004274470989835415
16,0.004078254546641594,0.004195509368716356
17,0.0037185677600054014,0.004066000836916654
18,0.0034342099289205005,0.004270927780079924
19,0.003892925888608994,0.004166760411230235
