epoch,train_bleu,valid_bleu
0,2.4423182111449466e-07,2.145061050003954e-07
1,0.0008606856327441409,0.0011264913634672462
2,0.001548519888005746,0.0026804166071700427
3,0.000813223167131786,0.001206709797852025
4,6.653844698601596e-07,0.003156662315403957
5,0.001627867946357307,0.0016353161442266115
6,0.002104504015961194,0.0041411211574429565
7,0.0027745745358635546,0.0023412638742970906
8,0.0016136754587703105,0.003113125976986247
9,0.0026155136959645385,0.0014835815581769362
10,0.0015376625656697263,0.0017448419589482728
11,0.0018451221898360321,0.0023469406355669576
12,0.0031763845699801234,0.0020364873328939806
13,0.003052841056298356,0.004033053884426692
14,0.003810047551770012,0.0030427724772438573
15,0.0029794675056959716,0.0035401387115741364
16,0.003877403681698994,0.002725868622724153
17,0.004161993610426695,0.004184353053766509
18,0.0038395092230353797,0.0041212248712935665
19,0.003818299413971687,0.005797139173041049
20,0.004262661178795316,0.004149773890613352
21,0.004049775875357851,0.003670055745769672
22,0.0031386844148292444,0.003256372304629649
23,0.005379451467607288,0.004192488038892396
