epoch,train_bleu,valid_bleu
0,0.000380579571626406,0.002120870998625926
1,0.0015135901227635827,0.0033716998864242393
2,0.0018108366725044529,0.004501741409378578
3,0.003639756902587831,0.004745969333367282
4,0.0032235459097183414,0.003973942843669482
5,0.004694710957198896,0.0053278219109104885
6,0.0048118170867868255,0.004827486206677186
7,0.00561617474745387,0.004171156885520206
8,0.0052916941647699715,0.007026866673238167
9,0.005228335060870276,0.00718588388799099
10,0.00637097231366215,0.006029962265819836
11,0.00822643889603432,0.007772494806143857
12,0.007369594675886457,0.008816247545736343
13,0.009454308410337396,0.008661954972938814
14,0.012138563050974256,0.009044609232569263
15,0.010805569344976337,0.009479773541423438
16,0.012481812955902359,0.008925578451161903
17,0.013190718677246622,0.009713026613673228
18,0.01611919228576051,0.009789002840653151
