epoch,train_bleu,valid_bleu
0,0.0004685704433144807,6.712212133886125e-11
1,0.000705124719401952,0.0009275910922333663
2,0.0012486897458436346,0.0022175925570315194
3,0.0010568294026328461,0.002560562957346061
4,0.0010785290137709414,0.0026855948566947446
5,0.0014445878985763045,0.0025257207369521455
6,0.0015593881638715492,0.0029346774669068956
7,0.0023618170345355177,0.00382540679100081
8,0.0022155093732582126,0.002374849170706105
9,0.002270694770100483,0.0033773691752824785
10,0.0026233248107087924,0.004440661568597242
11,0.0030364418491679486,0.004105488135355259
12,0.0029309389071369824,0.003578449178746882
13,0.0032506948451712973,0.004028970969507207
14,0.0030937703050699784,0.004779540715165277
15,0.003568225753694782,0.003764889971490496
16,0.003602581391773397,0.004733481507225485
17,0.003543598163934934,0.003614748481959936
18,0.004163049486168826,0.0041949521704621184
