epoch,train_bleu,valid_bleu
0,0.000413793273015677,0.0021621560398344384
1,0.0015469750685170056,0.0030220182855800865
2,0.0020549937863889273,0.002939983226981071
3,0.0015769523010516983,0.0025117748156189288
4,0.00181663259697309,0.0028014612850681413
5,0.0028680780657787262,0.0030535910221787207
6,0.003948296902114894,0.004340260021364566
7,0.0034347680483915177,0.003081760659741466
8,0.0034587856271031765,0.004537509941762656
9,0.0042574355562691995,0.004884085783590334
10,0.003650161118871313,0.00442909704880914
11,0.003664047332034174,0.004272950021107714
12,0.00487588063728169,0.005199138356948416
13,0.0051915822458107694,0.00402193290807445
14,0.006054910128964339,0.0055823408626077846
15,0.006864211050959544,0.006875674496156265
16,0.006059844019937351,0.006381379254315105
17,0.0067509802762483456,0.00737140565658265
18,0.00853803423533664,0.00713486386183171
19,0.006358240899904361,0.007910660533857816
