epoch,train_bleu,valid_bleu
0,0.0004828662546110225,7.624588487222368e-11
1,0.001798385360357304,0.004113324356062575
2,0.0025063813367845636,0.004221830072792393
3,0.003428020204194963,0.004059610061532133
4,0.002978217149178505,0.003398958033011613
5,0.0044070997781497125,0.005790721468146789
6,0.0039118106849570814,0.004173748837131038
7,0.003783349088118031,0.003422307255159052
8,0.003948899900038869,0.0035939923266730426
9,0.00493039221291932,0.005051111664147449
10,0.005470559190447455,0.003606350718120972
11,0.004457614285139616,0.00518904088075146
12,0.005441790867183619,0.004910316163197291
13,0.005831361479410952,0.005189244648962896
14,0.005333419184286193,0.00444271938154876
15,0.0060119010189059454,0.006642027229175369
16,0.00666019106685596,0.005149703040283652
17,0.006984260703658342,0.00628173627676411
18,0.0074405834586267925,0.006261799994236493
19,0.008492569125164353,0.007170125167991876
