epoch,train_bleu,valid_bleu
0,3.479336215478013e-08,1.1104594129848294e-11
1,1.3493789769926148e-11,0.0001816477390228812
2,4.8585863245682854e-08,2.007011887397484e-11
3,6.998465907801446e-08,1.9179271467579433e-11
4,3.7969571689772943e-08,1.8783426427983523e-11
5,0.0001598165088519023,1.888283572461746e-11
6,4.787297104600181e-08,2.0768273243973343e-11
7,0.0001776770911000265,4.409428057302e-08
8,7.658331928151043e-08,0.00015628457380572933
9,3.556930215843688e-08,1.634877969814318e-11
10,4.390576529803551e-08,2.4510000447600168e-11
