epoch,train_bleu,valid_bleu
0,0.000996489220307938,7.449672432451466e-07
1,0.0019014158066418014,0.004494005796508228
2,0.0015509540194824972,0.00397753532783237
3,0.002686013812377415,0.004096034058158087
4,0.0021391806372996042,0.0035022368441065756
5,0.0027520329078566186,0.003157682936658256
6,0.003406528366844378,0.002860195931616181
7,0.003229961614947621,0.004292893189226833
8,0.002911453438822432,0.002667798618988548
9,0.0037884587396233025,0.0043908873245552624
10,0.004823185990527977,0.004097034610734931
11,0.004599775799797526,0.0053841538561678
12,0.005559957731746669,0.004743861234376735
13,0.004690302100967312,0.005256768152093839
14,0.0065375947062958515,0.004882466639988024
15,0.005143283561319275,0.005542828798107008
16,0.006436892324099045,0.005709826372915284
17,0.008313221766894764,0.0053186158253166116
18,0.007011762561795157,0.006036935818202788
19,0.007206843471123228,0.00541154911847793
