epoch,train_bleu,valid_bleu
0,0.0005894330123594249,2.3502709877363862e-07
1,0.0009659866324637097,0.002142265893297592
2,0.0017820399612560652,0.003109910454621466
3,0.001453364475343909,0.002828242248533903
4,0.0013085416342239423,0.0019692785681555943
5,0.001937903250266613,0.003393648664710124
6,0.0021141557274988766,0.004161032731546034
7,0.0024043874948724204,0.0040365963091517024
8,0.0019166180060520138,0.0041591447874743965
9,0.002028358413753631,0.0031401333664978306
10,0.0022436341085106852,0.0034541503810279683
11,0.002859564347600958,0.003610998482526745
12,0.002895957470957008,0.003689436168742153
13,0.004002695348961724,0.004375379651857637
14,0.003701134002306763,0.004112640201451152
15,0.004113014886891825,0.005626652826159961
16,0.005685057322290609,0.0061152010122167005
17,0.004368159820839007,0.004363343467327614
18,0.004231038033138389,0.004816887547010575
19,0.004928832929055532,0.004363818722630604
