epoch,train_bleu,valid_bleu
0,2.016527110880258e-07,0.0021824945919475436
1,0.0012052847247781171,0.0031764356119480773
2,0.0020227983192425674,0.0030306214503901386
3,0.002608062391892018,0.005484660288840718
4,0.0035049610643463004,0.006305015777226889
5,0.004358041642788774,0.004443325355196018
6,0.003732062406083124,0.005907440594505401
7,0.004233600220078022,0.004831658880664004
8,0.00452249724934104,0.004411182922477791
9,0.005488058860315817,0.004674158509433711
10,0.005712829738113858,0.006335142604459263
11,0.004313949332393793,0.00461042606827303
12,0.005348450166674771,0.004487272638410007
13,0.004984881228028279,0.005312500917544005
14,0.005564248132570492,0.0073906300311434095
15,0.007890124236351092,0.006659236559488461
16,0.0058447059452156995,0.006798434585484284
17,0.007506301676260775,0.007199849838973821
18,0.007933290883078262,0.008638549224021626
19,0.008173998232566454,0.006787683696441649
