epoch,train_bleu,valid_bleu
0,0.0005126769407583726,9.736501134828564e-12
1,0.0010176230785426663,0.002939622836684049
2,0.0021317986134005346,0.0028451600581465004
3,0.001503710140961162,0.0024662311182725816
4,0.0016062233570541145,0.0026532028609446623
5,0.0020496360146353,0.0030911871168430483
6,0.002046507206690681,0.0028440641093298255
7,0.002573075564846806,0.0033234198955464297
8,0.0023074208229665106,0.0035638946547630226
9,0.00218532819577092,0.0016823835687905682
10,0.0029787617525842683,0.0032182437012525543
11,0.0030701955292887235,0.0042750020236875875
12,0.002703198597034988,0.0033941018861626494
13,0.003430724121587235,0.004324484218507112
