epoch,train_bleu,valid_bleu
0,0.0006415096177759467,1.8415235849264312e-07
1,0.001972195531042318,0.003021437150616024
2,0.002429691249830935,0.002212450607287897
3,0.002487650308915313,0.0033935498487809
4,0.0034435393805622564,0.004056867388572286
5,0.004461613436031627,0.004913785516056331
6,0.004979575662112579,0.003557844849043555
7,0.0047982855319537365,0.004383027233022781
8,0.005982786818109562,0.00446662337736354
9,0.006387523216925661,0.0036019479517842134
10,0.008237300154358362,0.00604743788618132
11,0.00886866675118204,0.005793177579450965
12,0.009767618449172852,0.006402803001285735
13,0.013063271947858198,0.007160243608406885
