epoch,train_bleu,valid_bleu
0,0.00030769736078215736,3.7245641569367045e-11
1,0.0006105230694712626,0.0019672899653790316
2,0.0011993490884092777,0.002359540692676812
3,0.0010844959016012585,0.002766110658187009
4,0.0014302611750445261,0.0026425253881456074
5,0.0019203563996528113,0.0034869878447928693
6,0.002022126412967203,0.0038564250008739018
7,0.0017533345874601483,0.003186727499028775
8,0.0018632210802813059,0.0025785354959615182
9,0.0024450511307643513,0.003468573160187722
10,0.002776114509683867,0.0029929572165615
11,0.003799903859698288,0.004598592437158683
12,0.003888014401199918,0.004486333401455234
13,0.004584601403682598,0.005178873799928886
14,0.004203902379196075,0.004341232037766508
15,0.004077840665732842,0.005149132611280535
16,0.004214959699396935,0.005182147447389273
17,0.00499154913703258,0.004251961773470404
18,0.004085512292073336,0.0048605513086191115
19,0.0054173784685138705,0.0051141076134353335
