epoch,train_bleu,valid_bleu
0,0.0002735525045715812,0.001028978418516659
1,0.0003401495551092119,0.0010341809133138566
2,0.0004304366679413286,0.0009711124754810878
3,0.0005362570888621637,0.001047326062571381
4,0.0005024195280224987,0.0011371129963436608
5,0.000396442028681706,0.0011453210817385143
6,0.00046305308499316696,0.001048353147263311
7,0.0004888745565005907,0.0010623672448404147
8,0.0005297203559946308,0.0010752616978924223
9,2.1659932244383634e-07,0.0011619656983294434
10,0.0006579997653461439,0.0011829906277573765
11,0.0006021823391200089,0.0011721796158406241
12,0.0006298719001816968,0.0011377070441755711
13,0.0003477750928433599,0.0012125504096351563
14,0.0007146282739674813,0.0010960394941903742
