epoch,train_bleu,valid_bleu
0,0.0004036188255317383,0.003445870966258839
1,0.002138696851146531,0.005825360059369447
2,0.00242692291915407,0.005191302285203456
3,0.004222528356366348,0.003978400249844973
4,0.003977493091789833,0.004731433176118697
5,0.004376912983446019,0.005472957980479888
6,0.004857884331696826,0.005351335116161296
7,0.0059893976256124165,0.005937622739283691
8,0.006957221459070732,0.00821083381528351
9,0.007602049623476601,0.008752032241911045
10,0.007172644495456498,0.006371671857890057
11,0.007731250887790269,0.006748807085106158
12,0.008370154507888736,0.007284105271818089
13,0.009215478804614529,0.007834486319689091
14,0.010865478494569761,0.007225572129933868
15,0.012364612976615915,0.008892654600018193
16,0.016222308838671897,0.010503508645633909
17,0.013113323079939052,0.012090578660895059
18,0.016220417523364877,0.0105383138669804
19,0.015855482769948574,0.01156995223741014
