epoch,train_bleu,valid_bleu
0,0.0007721949929189269,0.0010424357213230924
1,0.0018305725992240095,0.0027056942412762813
2,0.002146254791023794,0.0036830606971049082
3,0.00236416383588783,0.005323072417164727
4,0.002440880441307629,0.00662458546141314
5,0.0032292010844579533,0.0023935559016177196
6,0.003051096836368981,0.0026801456656135687
7,0.00398050347173639,0.004889783845349746
8,0.00426959247075129,0.004992369293716615
9,0.004340512610494755,0.004993642209635793
10,0.005794503932666002,0.005681417266317453
11,0.005904464410928084,0.0047171841925935706
12,0.004998752641564112,0.004827253310122542
13,0.006379542551125706,0.006670011090215994
14,0.005337744722093642,0.004886081763072309
15,0.005960116766149079,0.005647726904149254
16,0.008167752281638215,0.00581439043869062
17,0.005443039777694396,0.0061499461798826495
18,0.006998366345458734,0.006588883335037449
19,0.008147414038550146,0.006580543799783157
