epoch,train_bleu,valid_bleu
0,0.00026554559991549733,0.0010276004432363864
1,0.0005609338247349768,0.000967393891005899
2,0.0005958257439207858,0.0008802551012367054
3,0.0003482580635452823,0.0010358342671258464
4,0.0005670779696703574,0.002148329718913783
5,0.00048487225318042705,0.001041675887160165
6,0.0006003258121130511,0.0010219732387964373
7,0.0005452906983618728,0.0010568424717517203
8,0.0006106104030930937,0.0014373454176913444
9,0.0004836040360427672,0.0014084784790392732
10,0.0007210604909198117,0.0015436697974867525
11,0.0005662573137762425,0.0011130094802378693
12,0.0007592272132878425,0.0022069051182920206
13,0.0010127548907493472,0.002247014587219112
14,0.0015652356490139443,0.0025523905844663823
15,0.0012544868734526338,0.0026703264056461237
16,0.0015355860016123526,0.002852366422504897
17,0.0017118995384923573,0.0027929351100090664
18,0.0014858671482409623,0.002339375961964166
19,0.0013008322278547143,0.002796266132276244
