epoch,train_bleu,valid_bleu
0,2.0323709906258641e-07,0.0009635694445789501
1,0.0004956428766654656,0.0010528006398195975
2,0.0019251379190480303,0.004439848514383434
3,0.0011087986123608706,0.0010230519630304964
4,0.001122265987079499,0.0022507464388502848
5,3.153577500918325e-07,0.0028939446156473225
6,0.0016624888571845247,0.002753570564718186
7,0.0027725727603682133,0.0036314654820262153
8,0.0018781687213158438,0.0029371817802467293
9,0.002572799718984796,0.005505738212159053
10,0.0025441017750752674,0.004769090200814106
11,0.0038663742033584795,0.002364732571916644
12,0.00336054270951403,0.004058424957648825
