epoch,train_bleu,valid_bleu
0,0.00036198051059381996,1.7857204002995443e-11
1,0.0004153226721391344,0.0018741360540536214
2,0.0005872737281068552,0.0014989802959134858
3,0.0009955714802815513,0.0023427830975076475
4,0.001058550372457632,0.0019486520904718097
5,0.0011415290188587868,0.002540606116912443
6,0.0011318846700785858,0.0021990863700736257
7,0.0011694928871269824,0.002679759080443879
8,0.0014851328124340355,0.004892982456216855
9,0.0016524358439168841,0.0021613192230190616
10,0.0014971257099845874,0.002076140813738625
11,0.0020099299822164247,0.0030276366915232716
12,0.001832621613410515,0.003037552194670734
13,0.0023554814950289206,0.00263613157715026
14,0.0022850180176345537,0.0030809028501524835
15,0.002374585278508838,0.004261735819072347
16,0.0030304032014691956,0.004256624753118984
17,0.0031628485821053316,0.004652295216925389
18,0.0031187595206955917,0.0033442488050099838
19,0.002601470978890732,0.0037927724596280373
20,0.0035573324455315585,0.005069883425614534
21,0.003971446752098143,0.0040161949190080275
22,0.004102602762514539,0.005328620933025512
23,0.003855719853605825,0.004617381884177835
24,0.004645316256571039,0.004620746925700142
25,0.004147510656803972,0.005518856717329264
26,0.004238822511924389,0.0063971563897400495
27,0.005215439311739076,0.004727288413103445
28,0.005107573984246341,0.005860366617963066
29,0.0050537794474889266,0.0056464548384703404
