epoch,train_bleu,valid_bleu
0,1.5140215086096665e-07,0.0009997677769589602
1,0.0005015868799081835,0.0010708117010190272
2,0.0006025783906681356,0.0018756666608637413
3,0.00048588370967735627,0.0010280259931467733
4,0.0008687065014376956,0.0022908992183880658
5,0.0012607859928039018,0.0024228496398980407
6,0.0013581948261776578,0.0025181336581990735
7,0.0013171071432211924,0.002448787033852348
8,0.0009640940600757906,0.002633775811216392
9,0.0010334717313150432,0.0025903450153846497
10,0.0015377012043291255,0.0026224363796293246
11,0.0013331698703587262,0.0018217362395228259
12,0.0013165967842636238,0.002551506392800555
13,0.0023288938968192884,0.0026591738986596436
14,0.0020428340135086567,0.004102033350683651
15,0.002725543748037843,0.003933222933979741
16,0.0025852599851096327,0.004037656546259324
17,0.0022850793800101945,0.0037531663664997286
18,0.002368126076579068,0.0032577866257560914
19,0.0024311554292152904,0.0030190727312817424
