epoch,train_bleu,valid_bleu
0,2.025221174387099e-11,7.31814414883306e-08
1,0.00023999245272721077,0.0009073904165977002
2,0.0003843332976105909,0.0009370933123092701
3,0.0003697300898969509,0.0009308274123060676
4,0.00035294455784741697,0.0009224694703524611
5,0.00045577192894315146,0.0008875797058854542
6,0.00036118181250049036,0.00088442648657911
7,0.00036192064425157196,0.000946183093810923
8,0.00034038120890953925,0.0010527760760648392
9,0.00041727277720499643,0.0010465377854009877
10,0.0004721452637283618,0.0010018617397504913
11,0.0004111655059931005,0.000936536143464284
12,0.00047210527280067556,0.001017645005829134
13,0.00045251187170887756,0.001014462289934113
14,0.00043705670296421094,0.0010076444089163242
15,0.00043859083626494226,0.0010234394418080278
