epoch,train_bleu,valid_bleu
0,0.0005827316214719358,0.0009554694854089134
1,0.00039667153292024436,0.0010048033820199314
2,0.00033867064904566477,0.0010646415825793288
3,0.000442405871459585,0.0010189137696051149
4,0.0003476711644547353,0.001033735194017711
5,2.2427168767718652e-07,0.000954952320341097
6,0.0004973208832315173,0.002163289123999553
7,0.0009470630249384622,0.002143366042756603
8,0.001045357607405665,0.0028753081007650986
9,0.001239166877537753,0.0028585480544883403
10,0.0012750692674062822,0.00277077794594184
11,0.002255335683252429,0.0027897444090432743
12,0.002400904875696275,0.004409800577899298
13,0.003308148416937451,0.0038960033172259468
14,0.0033275380598811197,0.002601404543269967
