epoch,train_bleu,valid_bleu
0,0.0005619977675368588,0.0019325862075431184
1,0.001871523093859469,0.004961624903281746
2,0.0027235229385793153,0.005750204154262285
3,0.003919047594588902,0.0029765759357104848
4,0.003943340839310679,0.005671292996931077
5,0.004625506141326841,0.004843167700846336
6,0.005065707563064712,0.005974158162196577
7,0.006381256966750018,0.0059303213725795355
8,0.0061499553619764665,0.004900017840965301
9,0.007536849616686388,0.007827598536937267
10,0.007106877085580664,0.005823673843256844
11,0.008854088094627259,0.0071613071757592114
